0,1
"{'race': ['Hispanic', 'Other'], 'priors_count': ['1.0 - 2.0', '2.0 - 3.0', '3.0 - 4.0', '4.0 - 8.0'], 'sex': ['Female'], 'age_cat': ['25 - 45']}",4.5078
"{'priors_count': ['-0.0 - 1.0', '3.0 - 4.0'], 'sex': ['Female'], 'race': ['African-American', 'Hispanic'], 'age_cat': ['25 - 45'], 'c_charge_degree': ['F']}",7.193
"{'priors_count': ['2.0 - 3.0', '3.0 - 4.0', '4.0 - 8.0'], 'c_charge_degree': ['F'], 'sex': ['Female'], 'race': ['Hispanic', 'Other']}",4.7575
"{'c_charge_degree': ['F'], 'priors_count': ['2.0 - 3.0', '4.0 - 8.0', '8.0 - 38.0'], 'sex': ['Male'], 'age_cat': ['Less than 25'], 'race': ['Caucasian']}",4.814
"{'race': ['Asian', 'Hispanic', 'Native American'], 'age_cat': ['25 - 45'], 'priors_count': ['-0.0 - 1.0', '1.0 - 2.0', '3.0 - 4.0', '4.0 - 8.0'], 'c_charge_degree': ['M']}",5.2083
"{'priors_count': ['-0.0 - 1.0', '3.0 - 4.0', '8.0 - 38.0'], 'c_charge_degree': ['F'], 'race': ['Asian']}",5.9763
"{'race': ['African-American', 'Caucasian', 'Other'], 'sex': ['Male'], 'age_cat': ['Greater than 45', 'Less than 25'], 'priors_count': ['2.0 - 3.0'], 'c_charge_degree': ['F']}",7.5533
"{'priors_count': ['-0.0 - 1.0', '1.0 - 2.0', '2.0 - 3.0'], 'c_charge_degree': ['F'], 'sex': ['Male'], 'race': ['African-American', 'Caucasian', 'Native American']}",3.5011
"{'age_cat': ['25 - 45', 'Less than 25'], 'priors_count': ['-0.0 - 1.0'], 'c_charge_degree': ['M'], 'sex': ['Female'], 'race': ['Hispanic']}",6.0738
"{'race': ['Asian', 'Caucasian', 'Hispanic'], 'sex': ['Male'], 'priors_count': ['1.0 - 2.0', '4.0 - 8.0'], 'c_charge_degree': ['M']}",5.9632
"{'priors_count': ['1.0 - 2.0', '3.0 - 4.0', '8.0 - 38.0'], 'c_charge_degree': ['F'], 'sex': ['Female'], 'race': ['African-American', 'Hispanic']}",3.9722
"{'priors_count': ['1.0 - 2.0', '2.0 - 3.0', '3.0 - 4.0'], 'sex': ['Female'], 'race': ['Other'], 'age_cat': ['25 - 45']}",4.0732
